gene	length_nt	header
RPS6KA4	2154	lcl|NC_000011.10_cds_XP_005274437.1_74813 [gene=RPS6KA4] [db_xref=GeneID:8986] [protein=ribosomal protein S6 kinase alpha-4 isoform X1] [protein_id=XP_005274437.1] [location=join(64359236..64359290,64359378..64359449,64360163..64360381,64360477..64360592,64361134..64361241,64361469..64361549,64361642..64361745,64361852..64362002,64368132..64368260,64368468..64368601,64368704..64368797,64369446..64369619,64369699..64369893,64370225..64370384,64370563..64370726,64371283..64371480)] [gbkey=CDS]
RPS6KA4	2136	lcl|NC_000011.10_cds_XP_047283799.1_74814 [gene=RPS6KA4] [db_xref=GeneID:8986] [protein=ribosomal protein S6 kinase alpha-4 isoform X2] [protein_id=XP_047283799.1] [location=join(64359236..64359290,64359378..64359449,64360163..64360381,64360477..64360592,64361134..64361241,64361469..64361549,64361642..64361745,64361852..64362002,64368132..64368260,64368486..64368601,64368704..64368797,64369446..64369619,64369699..64369893,64370225..64370384,64370563..64370726,64371283..64371480)] [gbkey=CDS]
RPS6KA4	2133	lcl|NC_000011.10_cds_XP_047283800.1_74815 [gene=RPS6KA4] [db_xref=GeneID:8986] [protein=ribosomal protein S6 kinase alpha-4 isoform X3] [protein_id=XP_047283800.1] [location=join(64359236..64359290,64359378..64359449,64360163..64360381,64360477..64360592,64361134..64361241,64361469..64361549,64361642..64361745,64361852..64362002,64368132..64368260,64368489..64368601,64368704..64368797,64369446..64369619,64369699..64369893,64370225..64370384,64370563..64370726,64371283..64371480)] [gbkey=CDS]
RPS6KA4	2130	lcl|NC_000011.10_cds_NP_001305290.1_74816 [gene=RPS6KA4] [db_xref=GeneID:8986] [protein=ribosomal protein S6 kinase alpha-4 isoform d] [protein_id=NP_001305290.1] [location=join(64360225..64360381,64360477..64360592,64361134..64361241,64361469..64361549,64361642..64361745,64361852..64362002,64365301..64365465,64368132..64368260,64368468..64368601,64368704..64368797,64369446..64369619,64369699..64369893,64370225..64370384,64370563..64370726,64371283..64371480)] [gbkey=CDS]
RPS6KB2	1449	lcl|NC_000011.10_cds_NP_003943.2_75391 [gene=RPS6KB2] [db_xref=CCDS:CCDS41677.1,Ensembl:ENSP00000308413.5,GeneID:6199] [protein=ribosomal protein S6 kinase beta-2] [protein_id=NP_003943.2] [location=join(67428546..67428623,67428982..67429022,67429120..67429240,67429527..67429595,67431368..67431515,67432600..67432657,67432737..67432837,67432952..67433042,67433126..67433216,67433340..67433447,67433995..67434057,67434198..67434275,67434377..67434484,67434582..67434694,67434989..67435169)] [gbkey=CDS]
RPS6KB2	891	lcl|NC_000011.10_cds_XP_047283351.1_75392 [gene=RPS6KB2] [db_xref=GeneID:6199] [protein=ribosomal protein S6 kinase beta-2 isoform X1] [protein_id=XP_047283351.1] [location=join(67428546..67428623,67428982..67429022,67429120..67429240,67429527..67429595,67431368..67431515,67432600..67432657,67432737..67432837,67432952..67433042,67433126..67433194,67433340..67433447,67433995..67434001)] [gbkey=CDS]
RPS6KB2	822	lcl|NC_000011.10_cds_XP_047283352.1_75393 [gene=RPS6KB2] [db_xref=GeneID:6199] [protein=ribosomal protein S6 kinase beta-2 isoform X3] [protein_id=XP_047283352.1] [location=join(67428546..67428623,67428982..67429022,67429120..67429240,67429527..67429595,67431368..67431515,67432600..67432657,67432737..67432837,67432952..67433042,67433340..67433447,67433995..67434001)] [gbkey=CDS]
RPS6KB2	849	lcl|NC_000011.10_cds_XP_006718719.1_75394 [gene=RPS6KB2] [db_xref=GeneID:6199] [protein=ribosomal protein S6 kinase beta-2 isoform X2] [protein_id=XP_006718719.1] [location=join(67432822..67432837,67432952..67433042,67433126..67433216,67433340..67433447,67433995..67434057,67434198..67434275,67434377..67434484,67434582..67434694,67434989..67435169)] [gbkey=CDS]
RPS3	780	lcl|NC_000011.10_cds_NP_001247435.1_76209 [gene=RPS3] [db_xref=CCDS:CCDS58161.1,GeneID:6188] [protein=small ribosomal subunit protein uS3 isoform 2] [protein_id=NP_001247435.1] [location=join(75399548..75399577,75400694..75400824,75401640..75401733,75402304..75402446,75404020..75404207,75404672..75404865)] [gbkey=CDS]
RPS3	732	lcl|NC_000011.10_cds_NP_000996.2_76210 [gene=RPS3] [db_xref=CCDS:CCDS8236.1,Ensembl:ENSP00000434643.1,GeneID:6188] [protein=small ribosomal subunit protein uS3 isoform 1] [protein_id=NP_000996.2] [location=join(75399548..75399577,75400694..75400824,75401640..75401733,75402352..75402446,75404020..75404207,75404672..75404865)] [gbkey=CDS]
RPS3	732	lcl|NC_000011.10_cds_NP_001243731.1_76211 [gene=RPS3] [db_xref=CCDS:CCDS8236.1,GeneID:6188] [protein=small ribosomal subunit protein uS3 isoform 1] [protein_id=NP_001243731.1] [location=join(75399548..75399577,75400694..75400824,75401640..75401733,75402352..75402446,75404020..75404207,75404672..75404865)] [gbkey=CDS]
RPS3	354	lcl|NC_000011.10_cds_NP_001247436.1_76212 [gene=RPS3] [db_xref=GeneID:6188] [protein=small ribosomal subunit protein uS3 isoform 3] [protein_id=NP_001247436.1] [location=join(75404048..75404207,75404672..75404865)] [gbkey=CDS]
RPS25	378	lcl|NC_000011.10_cds_NP_001019.1_78125 [gene=RPS25] [db_xref=CCDS:CCDS8406.1,Ensembl:ENSP00000435096.1,GeneID:6230] [protein=small ribosomal subunit protein eS25] [protein_id=NP_001019.1] [location=complement(join(119015845..119015939,119017362..119017545,119017958..119018053,119018282..119018284))] [gbkey=CDS]
RPS26	348	lcl|NC_000012.12_cds_NP_001020.2_82700 [gene=RPS26] [db_xref=CCDS:CCDS31832.1,Ensembl:ENSP00000496643.1,GeneID:6231] [protein=small ribosomal subunit protein eS26] [protein_id=NP_001020.2] [location=join(56042167..56042169,56042425..56042602,56043363..56043493,56044119..56044154)] [gbkey=CDS]
RPL41	78	lcl|NC_000012.12_cds_NP_066927.1_82706 [gene=RPL41] [db_xref=CCDS:CCDS44919.1,GeneID:6171] [protein=small ribosomal subunit protein eS32] [protein_id=NP_066927.1] [location=join(56116788..56116799,56117189..56117211,56117482..56117524)] [gbkey=CDS]
RPL41	78	lcl|NC_000012.12_cds_NP_001030344.1_82707 [gene=RPL41] [db_xref=CCDS:CCDS44919.1,Ensembl:ENSP00000449026.1,GeneID:6171] [protein=small ribosomal subunit protein eS32] [protein_id=NP_001030344.1] [location=join(56116788..56116799,56117189..56117211,56117482..56117524)] [gbkey=CDS]
RPL6	867	lcl|NC_000012.12_cds_NP_000961.2_85139 [gene=RPL6] [db_xref=CCDS:CCDS9162.1,Ensembl:ENSP00000202773.9,GeneID:6128] [protein=large ribosomal subunit protein eL6 isoform 1] [protein_id=NP_000961.2] [location=complement(join(112405224..112405376,112405853..112406037,112406294..112406342,112406747..112406890,112408240..112408338,112408420..112408656))] [gbkey=CDS]
RPL6	867	lcl|NC_000012.12_cds_XP_047285258.1_85140 [gene=RPL6] [db_xref=GeneID:6128] [protein=large ribosomal subunit protein eL6 isoform X1] [protein_id=XP_047285258.1] [location=complement(join(112405224..112405376,112405853..112406037,112406294..112406342,112406747..112406890,112408240..112408338,112408420..112408656))] [gbkey=CDS]
RPL6	867	lcl|NC_000012.12_cds_XP_047285259.1_85141 [gene=RPL6] [db_xref=GeneID:6128] [protein=large ribosomal subunit protein eL6 isoform X1] [protein_id=XP_047285259.1] [location=complement(join(112405224..112405376,112405853..112406037,112406294..112406342,112406747..112406890,112408240..112408338,112408420..112408656))] [gbkey=CDS]
RPL6	867	lcl|NC_000012.12_cds_NP_001019833.1_85142 [gene=RPL6] [db_xref=CCDS:CCDS9162.1,GeneID:6128] [protein=large ribosomal subunit protein eL6 isoform 1] [protein_id=NP_001019833.1] [location=complement(join(112405224..112405376,112405853..112406037,112406294..112406342,112406747..112406890,112408240..112408338,112408420..112408656))] [gbkey=CDS]
RPL6	867	lcl|NC_000012.12_cds_NP_001307066.1_85143 [gene=RPL6] [db_xref=CCDS:CCDS9162.1,GeneID:6128] [protein=large ribosomal subunit protein eL6 isoform 1] [protein_id=NP_001307066.1] [location=complement(join(112405224..112405376,112405853..112406037,112406294..112406342,112406747..112406890,112408240..112408338,112408420..112408656))] [gbkey=CDS]
RPL6	867	lcl|NC_000012.12_cds_NP_001307067.1_85144 [gene=RPL6] [db_xref=CCDS:CCDS9162.1,GeneID:6128] [protein=large ribosomal subunit protein eL6 isoform 1] [protein_id=NP_001307067.1] [location=complement(join(112405224..112405376,112405853..112406037,112406294..112406342,112406747..112406890,112408240..112408338,112408420..112408656))] [gbkey=CDS]
RPL6	867	lcl|NC_000012.12_cds_NP_001307068.1_85145 [gene=RPL6] [db_xref=CCDS:CCDS9162.1,GeneID:6128] [protein=large ribosomal subunit protein eL6 isoform 1] [protein_id=NP_001307068.1] [location=complement(join(112405224..112405376,112405853..112406037,112406294..112406342,112406747..112406890,112408240..112408338,112408420..112408656))] [gbkey=CDS]
RPL6	867	lcl|NC_000012.12_cds_NP_001307069.1_85146 [gene=RPL6] [db_xref=CCDS:CCDS9162.1,GeneID:6128] [protein=large ribosomal subunit protein eL6 isoform 1] [protein_id=NP_001307069.1] [location=complement(join(112405224..112405376,112405853..112406037,112406294..112406342,112406747..112406890,112408240..112408338,112408420..112408656))] [gbkey=CDS]
RPL6	867	lcl|NC_000012.12_cds_NP_001307070.1_85147 [gene=RPL6] [db_xref=CCDS:CCDS9162.1,GeneID:6128] [protein=large ribosomal subunit protein eL6 isoform 1] [protein_id=NP_001307070.1] [location=complement(join(112405224..112405376,112405853..112406037,112406294..112406342,112406747..112406890,112408240..112408338,112408420..112408656))] [gbkey=CDS]
RPL6	534	lcl|NC_000012.12_cds_XP_047285260.1_85148 [gene=RPL6] [db_xref=GeneID:6128] [protein=large ribosomal subunit protein eL6 isoform X2] [protein_id=XP_047285260.1] [location=complement(join(112405224..112405376,112405853..112406037,112406294..112406342,112406747..112406890,112408240..112408242))] [gbkey=CDS]
RPL6	534	lcl|NC_000012.12_cds_NP_001307071.1_85149 [gene=RPL6] [db_xref=GeneID:6128] [protein=large ribosomal subunit protein eL6 isoform 2] [protein_id=NP_001307071.1] [location=complement(join(112405224..112405376,112405853..112406037,112406294..112406342,112406747..112406890,112408240..112408242))] [gbkey=CDS]
RPL21	483	lcl|NC_000013.11_cds_NP_000973.2_86611 [gene=RPL21] [db_xref=CCDS:CCDS9320.1,Ensembl:ENSP00000346027.4,GeneID:6144] [protein=large ribosomal subunit protein eL21] [protein_id=NP_000973.2] [location=join(27253777..27253843,27254220..27254281,27255242..27255354,27256184..27256334,27256436..27256525)] [gbkey=CDS]
RPL10L	645	lcl|NC_000014.9_cds_NP_542784.1_89917 [gene=RPL10L] [db_xref=CCDS:CCDS32071.1,Ensembl:ENSP00000298283.3,GeneID:140801] [protein=ribosomal protein uL16-like] [protein_id=NP_542784.1] [location=complement(46651092..46651736)] [gbkey=CDS]
RPS29	204	lcl|NC_000014.9_cds_NP_001025172.1_89929 [gene=RPS29] [db_xref=CCDS:CCDS32072.1,GeneID:6235] [protein=small ribosomal subunit protein uS14 isoform 2] [protein_id=NP_001025172.1] [location=complement(join(49577812..49577853,49585950..49586049,49586285..49586346))] [gbkey=CDS]
RPS29	162	lcl|NC_000014.9_cds_NP_001338304.1_89930 [gene=RPS29] [db_xref=CCDS:CCDS86388.1,GeneID:6235] [protein=small ribosomal subunit protein uS14 isoform 3] [protein_id=NP_001338304.1] [location=complement(join(49583667..49583675,49585950..49586049,49598400..49598452))] [gbkey=CDS]
RPS29	171	lcl|NC_000014.9_cds_NP_001023.1_89931 [gene=RPS29] [db_xref=CCDS:CCDS9685.1,Ensembl:ENSP00000245458.7,GeneID:6235] [protein=small ribosomal subunit protein uS14 isoform 1] [protein_id=NP_001023.1] [location=complement(join(49583667..49583675,49585950..49586049,49586285..49586346))] [gbkey=CDS]
RPL36AL	321	lcl|NC_000014.9_cds_NP_000992.1_89934 [gene=RPL36AL] [db_xref=CCDS:CCDS9689.1,Ensembl:ENSP00000346012.5,GeneID:6166] [protein=ribosomal protein eL42-like] [protein_id=NP_000992.1] [location=complement(49618784..49619104)] [gbkey=CDS]
RPS6KL1	813	lcl|NC_000014.9_cds_NP_001357187.1_91416 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform 7] [protein_id=NP_001357187.1] [location=complement(join(74904841..74904999,74908850..74908932,74911248..74911380,74911794..74911841,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	903	lcl|NC_000014.9_cds_NP_001357186.1_91417 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform 6] [protein_id=NP_001357186.1] [location=complement(join(74904841..74904999,74908850..74908932,74909101..74909190,74911248..74911380,74911794..74911841,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	1698	lcl|NC_000014.9_cds_NP_001357181.1_91418 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform 1] [protein_id=NP_001357181.1] [location=complement(join(74904841..74904999,74907435..74907530,74908850..74908932,74909101..74909190,74909543..74910148,74911248..74911380,74911794..74911841,74918513..74918605,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	1623	lcl|NC_000014.9_cds_XP_011535515.1_91419 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform X7] [protein_id=XP_011535515.1] [location=complement(join(74904882..74904999,74907018..74907124,74907435..74907530,74908850..74908932,74909101..74909190,74909543..74910148,74911248..74911380,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	975	lcl|NC_000014.9_cds_XP_016877180.1_91420 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform X14] [protein_id=XP_016877180.1] [location=complement(join(74904882..74904999,74907018..74907124,74907435..74907530,74908850..74908932,74911248..74911380,74911794..74911841,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	1065	lcl|NC_000014.9_cds_XP_047287756.1_91421 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform X12] [protein_id=XP_047287756.1] [location=complement(join(74904882..74904999,74907018..74907124,74907435..74907530,74908850..74908932,74909101..74909190,74911248..74911380,74911794..74911841,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	1671	lcl|NC_000014.9_cds_XP_047287753.1_91422 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform X6] [protein_id=XP_047287753.1] [location=complement(join(74904882..74904999,74907018..74907124,74907435..74907530,74908850..74908932,74909101..74909190,74909543..74910148,74911248..74911380,74911794..74911841,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	1671	lcl|NC_000014.9_cds_XP_011535513.1_91423 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform X6] [protein_id=XP_011535513.1] [location=complement(join(74904882..74904999,74907018..74907124,74907435..74907530,74908850..74908932,74909101..74909190,74909543..74910148,74911248..74911380,74911794..74911841,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	1062	lcl|NC_000014.9_cds_NP_001357184.1_91424 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform 4] [protein_id=NP_001357184.1] [location=complement(join(74904882..74904999,74907018..74907124,74908850..74908932,74909101..74909190,74911248..74911380,74911794..74911841,74918513..74918605,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	1764	lcl|NC_000014.9_cds_XP_016877171.1_91425 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform X2] [protein_id=XP_016877171.1] [location=complement(join(74904882..74904999,74907018..74907124,74907435..74907530,74908850..74908932,74909101..74909190,74909543..74910148,74911248..74911380,74911794..74911841,74918513..74918605,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	1764	lcl|NC_000014.9_cds_XP_024305484.1_91426 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform X2] [protein_id=XP_024305484.1] [location=complement(join(74904882..74904999,74907018..74907124,74907435..74907530,74908850..74908932,74909101..74909190,74909543..74910148,74911248..74911380,74911794..74911841,74918513..74918605,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	1764	lcl|NC_000014.9_cds_XP_024305485.1_91427 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform X2] [protein_id=XP_024305485.1] [location=complement(join(74904882..74904999,74907018..74907124,74907435..74907530,74908850..74908932,74909101..74909190,74909543..74910148,74911248..74911380,74911794..74911841,74918513..74918605,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	1764	lcl|NC_000014.9_cds_XP_047287752.1_91428 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform X2] [protein_id=XP_047287752.1] [location=complement(join(74904882..74904999,74907018..74907124,74907435..74907530,74908850..74908932,74909101..74909190,74909543..74910148,74911248..74911380,74911794..74911841,74918513..74918605,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	1206	lcl|NC_000014.9_cds_XP_016877177.1_91429 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform X11] [protein_id=XP_016877177.1] [location=complement(join(74904882..74904999,74907018..74907124,74907435..74907530,74908850..74908932,74909101..74909190,74911248..74911380,74911794..74911841,74916473..74916520,74918513..74918605,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	1722	lcl|NC_000014.9_cds_XP_016877172.1_91430 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform X3] [protein_id=XP_016877172.1] [location=complement(join(74904882..74904999,74907018..74907124,74907435..74907530,74908850..74908932,74909543..74910148,74911248..74911380,74911794..74911841,74916473..74916520,74918513..74918605,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	1716	lcl|NC_000014.9_cds_XP_016877173.1_91431 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform X4] [protein_id=XP_016877173.1] [location=complement(join(74904882..74904999,74907018..74907124,74908850..74908932,74909101..74909190,74909543..74910148,74911248..74911380,74911794..74911841,74916473..74916520,74918513..74918605,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	1812	lcl|NC_000014.9_cds_XP_016877169.1_91432 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform X1] [protein_id=XP_016877169.1] [location=complement(join(74904882..74904999,74907018..74907124,74907435..74907530,74908850..74908932,74909101..74909190,74909543..74910148,74911248..74911380,74911794..74911841,74916473..74916520,74918513..74918605,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	1812	lcl|NC_000014.9_cds_XP_011535508.1_91433 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform X1] [protein_id=XP_011535508.1] [location=complement(join(74904882..74904999,74907018..74907124,74907435..74907530,74908850..74908932,74909101..74909190,74909543..74910148,74911248..74911380,74911794..74911841,74916473..74916520,74918513..74918605,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	1812	lcl|NC_000014.9_cds_XP_011535509.1_91434 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform X1] [protein_id=XP_011535509.1] [location=complement(join(74904882..74904999,74907018..74907124,74907435..74907530,74908850..74908932,74909101..74909190,74909543..74910148,74911248..74911380,74911794..74911841,74916473..74916520,74918513..74918605,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	1569	lcl|NC_000014.9_cds_XP_047287755.1_91435 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform X9] [protein_id=XP_047287755.1] [location=complement(join(74906744..74906759,74907018..74907124,74907435..74907530,74908850..74908932,74909101..74909190,74909543..74910148,74911248..74911380,74911794..74911841,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	1572	lcl|NC_000014.9_cds_XP_047287754.1_91436 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform X8] [protein_id=XP_047287754.1] [location=complement(join(74906744..74906759,74907018..74907124,74907435..74907530,74908850..74908932,74909543..74910148,74911248..74911380,74911794..74911841,74918513..74918605,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	1710	lcl|NC_000014.9_cds_XP_016877174.1_91437 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform X5] [protein_id=XP_016877174.1] [location=complement(join(74906744..74906759,74907018..74907124,74907435..74907530,74908850..74908932,74909101..74909190,74909543..74910148,74911248..74911380,74911794..74911841,74916473..74916520,74918513..74918605,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	954	lcl|NC_000014.9_cds_NP_001357185.1_91438 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform 5] [protein_id=NP_001357185.1] [location=complement(join(74907014..74907124,74907435..74907530,74908850..74908932,74911248..74911380,74911794..74911841,74918513..74918605,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	1044	lcl|NC_000014.9_cds_XP_047287757.1_91439 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform X13] [protein_id=XP_047287757.1] [location=complement(join(74907014..74907124,74907435..74907530,74908850..74908932,74909101..74909190,74911248..74911380,74911794..74911841,74918513..74918605,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	1650	lcl|NC_000014.9_cds_NP_113652.2_91440 [gene=RPS6KL1] [db_xref=CCDS:CCDS9834.2,Ensembl:ENSP00000450567.1,GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform 2] [protein_id=NP_113652.2] [location=complement(join(74907014..74907124,74907435..74907530,74908850..74908932,74909101..74909190,74909543..74910148,74911248..74911380,74911794..74911841,74918513..74918605,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	1536	lcl|NC_000014.9_cds_NP_001357182.1_91441 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform 3] [protein_id=NP_001357182.1] [location=complement(join(74907393..74907530,74908850..74908932,74909101..74909190,74909543..74910148,74911248..74911380,74911794..74911841,74916473..74916520,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KL1	1416	lcl|NC_000014.9_cds_XP_016877175.1_91442 [gene=RPS6KL1] [db_xref=GeneID:83694] [protein=ribosomal protein S6 kinase-like 1 isoform X10] [protein_id=XP_016877175.1] [location=complement(join(74908896..74908932,74909101..74909161,74909543..74910148,74911248..74911380,74911794..74911841,74916473..74916520,74918513..74918605,74919845..74919969,74921277..74921541))] [gbkey=CDS]
RPS6KA5	2190	lcl|NC_000014.9_cds_NP_001309161.1_91865 [gene=RPS6KA5] [db_xref=GeneID:9252] [protein=ribosomal protein S6 kinase alpha-5 isoform h] [protein_id=NP_001309161.1] [location=complement(join(90872074..90872322,90873632..90873795,90875201..90875360,90890487..90890678,90894413..90894583,90899329..90899422,90900108..90900241,90900611..90900736,90902808..90902969,90906149..90906299,90920206..90920309,90923113..90923196,90943078..90943185,90947435..90947550,91001088..91001159,91060332..91060434))] [gbkey=CDS]
RPS6KA5	2301	lcl|NC_000014.9_cds_NP_001309157.1_91866 [gene=RPS6KA5] [db_xref=GeneID:9252] [protein=ribosomal protein S6 kinase alpha-5 isoform d] [protein_id=NP_001309157.1] [location=complement(join(90872074..90872322,90873632..90873795,90875201..90875360,90890487..90890678,90894413..90894583,90899329..90899422,90900108..90900241,90900611..90900736,90902808..90902969,90906149..90906299,90920206..90920309,90923113..90923196,90947435..90947550,90978306..90978524,91001088..91001159,91060332..91060434))] [gbkey=CDS]
RPS6KA5	2325	lcl|NC_000014.9_cds_NP_001309165.1_91867 [gene=RPS6KA5] [db_xref=GeneID:9252] [protein=ribosomal protein S6 kinase alpha-5 isoform l] [protein_id=NP_001309165.1] [location=complement(join(90872074..90872322,90873632..90873795,90875201..90875360,90890487..90890678,90894413..90894583,90899329..90899422,90900108..90900241,90900611..90900736,90902808..90902969,90906149..90906299,90920206..90920309,90943078..90943185,90947435..90947550,90978306..90978524,91001088..91001159,91060332..91060434))] [gbkey=CDS]
RPS6KA5	2247	lcl|NC_000014.9_cds_NP_001309162.1_91868 [gene=RPS6KA5] [db_xref=GeneID:9252] [protein=ribosomal protein S6 kinase alpha-5 isoform i] [protein_id=NP_001309162.1] [location=complement(join(90872074..90872322,90873632..90873795,90875201..90875360,90890487..90890678,90894413..90894583,90899329..90899422,90900108..90900241,90900611..90900736,90906149..90906299,90920206..90920309,90923113..90923196,90943078..90943185,90947435..90947550,90978306..90978524,91001088..91001159,91060332..91060434))] [gbkey=CDS]
RPS6KA5	2388	lcl|NC_000014.9_cds_NP_001309158.1_91869 [gene=RPS6KA5] [db_xref=GeneID:9252] [protein=ribosomal protein S6 kinase alpha-5 isoform e] [protein_id=NP_001309158.1] [location=complement(join(90872074..90872322,90873632..90873795,90875201..90875339,90890487..90890678,90894413..90894583,90899329..90899422,90900108..90900241,90900611..90900736,90902808..90902969,90906149..90906299,90920206..90920309,90923113..90923196,90943078..90943185,90947435..90947550,90978306..90978524,91001088..91001159,91060332..91060434))] [gbkey=CDS]
RPS6KA5	2409	lcl|NC_000014.9_cds_NP_004746.2_91870 [gene=RPS6KA5] [db_xref=CCDS:CCDS9893.1,Ensembl:ENSP00000479667.1,GeneID:9252] [protein=ribosomal protein S6 kinase alpha-5 isoform a] [protein_id=NP_004746.2] [location=complement(join(90872074..90872322,90873632..90873795,90875201..90875360,90890487..90890678,90894413..90894583,90899329..90899422,90900108..90900241,90900611..90900736,90902808..90902969,90906149..90906299,90920206..90920309,90923113..90923196,90943078..90943185,90947435..90947550,90978306..90978524,91001088..91001159,91060332..91060434))] [gbkey=CDS]
RPS6KA5	2172	lcl|NC_000014.9_cds_NP_001309164.1_91871 [gene=RPS6KA5] [db_xref=CCDS:CCDS81839.1,GeneID:9252] [protein=ribosomal protein S6 kinase alpha-5 isoform k] [protein_id=NP_001309164.1] [location=complement(join(90872074..90872322,90873632..90873795,90875201..90875360,90890487..90890678,90894413..90894583,90899329..90899422,90900108..90900241,90900611..90900736,90902808..90902969,90906149..90906299,90920206..90920309,90923113..90923196,90943078..90943185,90947435..90947550,90978306..90978462))] [gbkey=CDS]
RPS6KA5	2172	lcl|NC_000014.9_cds_NP_001309166.1_91872 [gene=RPS6KA5] [db_xref=CCDS:CCDS81839.1,GeneID:9252] [protein=ribosomal protein S6 kinase alpha-5 isoform k] [protein_id=NP_001309166.1] [location=complement(join(90872074..90872322,90873632..90873795,90875201..90875360,90890487..90890678,90894413..90894583,90899329..90899422,90900108..90900241,90900611..90900736,90902808..90902969,90906149..90906299,90920206..90920309,90923113..90923196,90943078..90943185,90947435..90947550,90978306..90978462))] [gbkey=CDS]
RPS6KA5	1692	lcl|NC_000014.9_cds_NP_001309160.1_91873 [gene=RPS6KA5] [db_xref=GeneID:9252] [protein=ribosomal protein S6 kinase alpha-5 isoform g] [protein_id=NP_001309160.1] [location=complement(join(90872074..90872322,90873632..90873795,90875201..90875360,90890487..90890678,90894413..90894583,90899329..90899422,90900108..90900241,90900611..90900736,90902808..90902969,90906149..90906299,90923113..90923196,90943078..90943082))] [gbkey=CDS]
